ID,PredictedProb
0,0.478259950876
1,0.529530704021
2,0.520034492016
7,0.515700638294
10,0.516800701618
11,0.49854850769
13,0.541592538357
14,0.5008020401
15,0.535458087921
16,0.533946573734
17,0.528279006481
18,0.527856051922
19,0.529403865337
20,0.538461565971
25,0.533078074455
26,0.529577314854
29,0.522413253784
38,0.541575551033
41,0.540374755859
44,0.508630871773
45,0.472620427608
47,0.516464710236
48,0.521925508976
49,0.52434015274
50,0.533591210842
53,0.504121601582
56,0.498276054859
59,0.529772341251
60,0.524135828018
64,0.528219938278
65,0.54471129179
66,0.530990064144
68,0.533770501614
69,0.518385112286
70,0.539724111557
71,0.534203350544
72,0.513871073723
76,0.531464576721
80,0.528630793095
82,0.511715233326
83,0.538815498352
85,0.537379562855
86,0.538536190987
87,0.520968675613
89,0.525524437428
97,0.531846761703
99,0.519968926907
101,0.525417864323
102,0.486146003008
103,0.510611653328
104,0.511114180088
106,0.540571510792
107,0.504733026028
109,0.5348777771
111,0.493917614222
113,0.526551008224
114,0.501707315445
118,0.534564971924
119,0.518787503242
120,0.53752219677
123,0.515672147274
128,0.480531185865
129,0.521036207676
131,0.540646910667
133,0.51666623354
134,0.523486912251
136,0.537420868874
137,0.520785152912
139,0.521130561829
140,0.536171495914
142,0.519445598125
144,0.524035215378
146,0.539086580276
147,0.519250094891
148,0.539810299873
150,0.475692182779
151,0.47531747818
152,0.544859588146
155,0.542893826962
158,0.537668824196
159,0.517553150654
160,0.545162081718
161,0.516926050186
165,0.543670475483
166,0.505759835243
170,0.543497979641
171,0.523120045662
174,0.522674977779
175,0.520983576775
179,0.520183265209
180,0.54058110714
181,0.527929484844
184,0.516948163509
185,0.495559543371
187,0.530384719372
188,0.523564934731
190,0.52681773901
191,0.522524058819
192,0.518447220325
193,0.532594621181
196,0.533880591393
197,0.511192440987
198,0.505903422832
205,0.466234564781
211,0.532590389252
213,0.526572585106
214,0.531424820423
217,0.511822998524
218,0.532917916775
221,0.524109661579
222,0.506884217262
225,0.526407659054
229,0.518412947655
236,0.516493558884
237,0.540727615356
238,0.529360055923
239,0.542264819145
242,0.511575400829
245,0.536087572575
246,0.530664861202
247,0.539627194405
248,0.545162081718
254,0.534470081329
255,0.509876728058
257,0.542188346386
259,0.522210121155
264,0.537690937519
270,0.517681539059
272,0.522562682629
274,0.483155190945
275,0.490461438894
278,0.533796906471
280,0.481613665819
281,0.478123605251
282,0.484282672405
283,0.533671438694
284,0.544260084629
286,0.539086580276
287,0.539243161678
288,0.53244882822
289,0.534612417221
290,0.515956580639
291,0.527622282505
294,0.51454770565
295,0.487869858742
297,0.508725106716
299,0.52633523941
305,0.531461238861
307,0.504976511002
308,0.53163176775
313,0.516256332397
314,0.522124648094
315,0.531439125538
316,0.539615035057
317,0.530048727989
319,0.501697957516
322,0.52644020319
323,0.526837408543
324,0.530488014221
326,0.535440325737
327,0.5199457407
329,0.545162081718
330,0.465165674686
331,0.492148786783
336,0.491530776024
337,0.505341947079
338,0.533191680908
340,0.543866634369
345,0.492691218853
347,0.534152507782
348,0.522107362747
350,0.544840097427
352,0.528408527374
356,0.541949033737
357,0.540520071983
358,0.544291615486
359,0.528698801994
361,0.528729438782
363,0.488767445087
364,0.528416514397
368,0.537511825562
376,0.544843614101
378,0.527439534664
382,0.534070909023
384,0.509151518345
385,0.544859588146
388,0.472108602524
389,0.544291615486
391,0.513957560062
392,0.523916125298
395,0.515235424042
396,0.536554992199
397,0.528104424477
399,0.522247731686
404,0.545162081718
407,0.498138576746
409,0.533766210079
410,0.53021466732
413,0.525244891644
414,0.518220603466
416,0.527080118656
418,0.520936965942
419,0.533781290054
420,0.537176966667
422,0.544291615486
423,0.526107788086
427,0.524908423424
429,0.545162081718
430,0.513540923595
431,0.523734390736
432,0.525196254253
433,0.538659930229
434,0.463437706232
436,0.52342247963
437,0.535303175449
451,0.516151189804
452,0.525214195251
454,0.524499356747
457,0.537140369415
458,0.530861973763
460,0.497647672892
461,0.54032510519
462,0.519664347172
463,0.533215880394
465,0.543043076992
467,0.533904850483
473,0.536572039127
474,0.5412555933
480,0.476421684027
481,0.508911132812
483,0.539345741272
484,0.510272324085
485,0.508915901184
487,0.531918823719
490,0.540271401405
491,0.532055556774
492,0.510536313057
496,0.525578022003
497,0.513537764549
498,0.520402550697
499,0.533208608627
501,0.52743512392
502,0.523977339268
503,0.532467842102
506,0.539168357849
507,0.518080353737
508,0.506414592266
509,0.527059853077
510,0.53156131506
511,0.532652437687
513,0.529475092888
515,0.53624433279
521,0.499819457531
522,0.529616653919
523,0.534918487072
525,0.533487260342
529,0.536620259285
530,0.498265236616
531,0.517334222794
533,0.528737068176
534,0.518570780754
535,0.539662778378
537,0.509223997593
541,0.517414987087
542,0.522154867649
543,0.522386968136
544,0.532922685146
545,0.516719460487
549,0.539901435375
550,0.533562421799
551,0.537718296051
553,0.503743171692
556,0.53698515892
558,0.500697910786
560,0.522281467915
563,0.511616230011
564,0.544291615486
567,0.497425049543
572,0.514134466648
573,0.541721701622
577,0.534086227417
583,0.535823047161
584,0.528805851936
585,0.530247747898
586,0.529389560223
588,0.525708138943
590,0.515273332596
591,0.52839165926
593,0.538432061672
594,0.523466050625
597,0.528329610825
598,0.519591927528
599,0.538029611111
603,0.526550412178
604,0.516816616058
606,0.540369987488
607,0.514532387257
609,0.523101389408
614,0.530926764011
615,0.538020551205
616,0.501349568367
617,0.538663506508
618,0.534508287907
619,0.527088224888
620,0.535382866859
623,0.512637376785
625,0.535430848598
626,0.533405005932
627,0.539271116257
632,0.539372801781
633,0.505564689636
634,0.529119610786
635,0.522616028786
636,0.533560693264
637,0.539782822132
638,0.526661634445
639,0.540081441402
642,0.496745049953
643,0.531921088696
644,0.545162081718
645,0.488132864237
646,0.533090233803
650,0.540032863617
653,0.51625174284
654,0.50274592638
655,0.477580606937
656,0.532237291336
657,0.52789157629
658,0.518649160862
660,0.498710930347
661,0.524054586887
668,0.539402484894
669,0.521276831627
671,0.533638060093
672,0.525378465652
676,0.540700256824
678,0.532539486885
680,0.527332425117
682,0.545162081718
684,0.533141255379
685,0.535920381546
686,0.51800262928
687,0.506199479103
694,0.493357032537
696,0.495686292648
697,0.517709970474
699,0.517471432686
702,0.539239645004
707,0.530296981335
708,0.545162081718
712,0.542573273182
717,0.541721701622
718,0.544291615486
720,0.506784856319
721,0.537311911583
723,0.528240323067
724,0.518567025661
727,0.511805593967
728,0.484360933304
731,0.531420946121
733,0.532564163208
735,0.537884771824
737,0.520338058472
738,0.52648049593
740,0.5138053298
742,0.54174041748
743,0.509420990944
745,0.521141827106
746,0.535004079342
747,0.506459891796
748,0.545098662376
749,0.540182650089
750,0.545162081718
753,0.527728259563
755,0.525662779808
756,0.539151132107
758,0.504271328449
760,0.517232179642
762,0.537923276424
763,0.526443064213
765,0.539995491505
767,0.524152517319
768,0.54471129179
770,0.5236364007
772,0.525462448597
773,0.530237734318
774,0.530492901802
775,0.528493881226
777,0.49564704299
778,0.539658784866
780,0.508488833904
782,0.529918968678
783,0.540833115578
786,0.494250535965
787,0.537192523479
788,0.5205950737
789,0.522496402264
790,0.513109624386
793,0.527789592743
795,0.536443889141
807,0.521266698837
809,0.5306224823
810,0.490978837013
811,0.525228798389
813,0.469911396503
815,0.534859538078
816,0.516710937023
821,0.529794812202
823,0.545162081718
825,0.533410787582
826,0.537983417511
827,0.536929249763
832,0.535878479481
833,0.525029301643
834,0.526415467262
837,0.531054317951
838,0.545162081718
839,0.470264494419
843,0.492197692394
844,0.529895424843
845,0.503570020199
846,0.522389352322
848,0.522960186005
850,0.532969117165
851,0.541033983231
852,0.51755130291
855,0.525071024895
856,0.534631669521
861,0.520223021507
862,0.539265096188
863,0.540630280972
864,0.532222211361
865,0.538686394691
867,0.525739490986
868,0.537653982639
869,0.54207867384
873,0.519673645496
875,0.517619132996
877,0.535887539387
879,0.52735799551
880,0.545162081718
881,0.531517028809
882,0.509133398533
883,0.545162081718
887,0.518688261509
888,0.514113664627
890,0.541721701622
897,0.516632556915
900,0.536042392254
902,0.522241711617
904,0.526806950569
906,0.513233602047
910,0.536428809166
913,0.537610590458
914,0.518251121044
915,0.508131802082
918,0.521997272968
920,0.54190737009
923,0.540152609348
926,0.523178637028
927,0.519498586655
929,0.510128378868
930,0.524491846561
931,0.539609968662
932,0.533998310566
933,0.519059658051
934,0.528883755207
936,0.516343057156
939,0.510572314262
941,0.535836517811
943,0.516825854778
947,0.508218288422
948,0.52641505003
949,0.533947050571
950,0.509671807289
951,0.522373259068
952,0.515705764294
953,0.545098662376
956,0.529941260815
961,0.521264851093
962,0.509622573853
968,0.531787216663
971,0.54172283411
972,0.54373472929
977,0.541575551033
981,0.525541245937
985,0.522631645203
987,0.525875151157
989,0.544859588146
993,0.540814101696
994,0.500157773495
997,0.545162081718
998,0.508715569973
999,0.532601952553
1002,0.534879863262
1003,0.544475138187
1004,0.541947185993
1005,0.509026706219
1007,0.519645154476
1008,0.538736402988
1014,0.544303417206
1016,0.532246887684
1021,0.505818605423
1023,0.538967549801
1026,0.536706507206
1028,0.532220840454
1029,0.523391902447
1030,0.510596394539
1031,0.519773304462
1032,0.536951243877
1033,0.545162081718
1036,0.5162576437
1037,0.541575551033
1039,0.518507182598
1046,0.536361515522
1047,0.532770395279
1049,0.542188346386
1055,0.526930093765
1057,0.506737232208
1059,0.520913302898
1060,0.480262905359
1062,0.470147103071
1063,0.532111227512
1066,0.526257455349
1067,0.54471129179
1068,0.496788054705
1070,0.535453975201
1071,0.528079867363
1073,0.527535557747
1074,0.519303500652
1075,0.530888259411
1076,0.523181140423
1077,0.540814101696
1079,0.516224205494
1083,0.519182801247
1085,0.542893826962
1087,0.516583442688
1088,0.505809009075
